,page,title,text,key_phrase
35,35,注意 事項  マーケット,解析 ツール  詳細 及び お客 さま  解析 ツール  用い  お客 さま  情報  利用  望ま ない  拒否 設定  方法 並びに Google  定める 利用 目的  また 当社  Google Analytics サービス において Google アナリティクス  ユーザー 属性  インタレスト カテゴリ に関する レポート サービス  併せ  利用 当社  取得   クッキー  クッキー  関わる Google 社 提供  個人  識別 でき ない 情報  組み合わせ  当 ウェブサイト 利用 状況  分析  行う  あり ます 当社  目的   解析 ツール Google Analytics 解析 ツール  いい ます  利用    ます お客 さま  本 データ  解析 ツール  提供  ある Google Inc 及び その 完全 子会社 Google  いい ます  管理 サーバ システム  格納   Google  当該 本 データ  Google  定める 利用 目的  範囲  当該 情報  利用  同意   ます 当社  当社  提供 商品 サービス 本 サービス  含み ます   限り ませ   各種 機能  有効 性 評価 機能 改善 及び 品質 向上 新 サービス  企画 開発 並びに 当社  マーケティング 活動   お客 さま  本 サービス  利用 履歴 本 データ  いい ます  クッキー cookie  用い  収集  ます 当社   情報  お客 さま 個人  識別 ID  組み合わせ お客 さま  属性 情報  付加    利用  あり ます Google Analytics クッキー  サイト  お客様  ブラウザ  送信 情報  お客様  スマート フォン パソコン  コンピューター  記録   ます ただし 記録  情報   お客様   名前  住所 電話 番号 電子 メールアドレス 個人  識別 情報  一切 含ま  ませ  また お客様  スマート フォン パソコン  コンピューター  悪影響  及ぼす  ござい ませ  ドコモ  何らかの 提携 または 協力 関係  ある   誤解  与える または ドコモ  リンク  ウェブサイト  認知 または 支持   いる   誤認  生じ させる リンク クッキー Cookie 当 ウェブサイト   便利   利用 いただく  JavaScript  使用    ます  使用  ブラウザ 設定  JavaScript  無効     いる   正しく 機能  ない もしくは 正しく 表示   ない  ござい ます   了承 いただき ます お願い いたし ます JavaScript   該当 予告 なく リンク  削除    いただく  あり ます また   該当  ない リンク  設定 方法  変更 または リンク  削除  お願い  ござい ます なお 当 ウェブサイト  URL  予告 なく 変更 または 削除  ござい ます ので 予め  了承 ください フレーム リンク イメージ リンク 当 ウェブサイト  情報  ある  不 明確  なる リンク ブラウザ 画面 全体  当 ウェブサイト  変わる  画面  開い  当 ウェブサイト  表示  形式  リンク  設定   ください 公序良俗 および 社会 倫理  反する 内容  含む ウェブサイト  リンク   参照 ください 当 ウェブサイト   お客様  当 ウェブサイト  再 訪問    便利  当 ウェブサイト  閲覧   いただく  クッキー  使用   おり ます ドコモ  取得   クッキー  もと  ドコモ  統計 ツール または Google 社  提供 Google Analytics サービス  利用   当 ウェブサイト  利用 状況  分析  あり ます 推奨 環境 各 サービス  利用 規約 推奨 環境  各種 設定 違法  ある 情報  含む ウェブサイト  リンク 平成 改訂 平成 改訂 平成 改訂 平成 改訂 平成 改訂 本 個別 規約  平成 実施  ます 附則   確認 ください 推奨 環境  ご覧 いただい  本 サイト  デザイン 崩れ   機能   利用  なれ ない 可能 性  ござい ます ドコモ および ドコモ  商品 サービス  誹謗 中傷  ドコモ  信用  毀損 内容  含む ウェブサイト  リンク 平成 改訂 当 ウェブサイト   リンク  利用 いただける サービス および 各 サービス  コンテンツ  機種 によって 異なる  ござい ます  除き 各 サービス   各種 コンテンツ   購入   別途 料金  かかり ます 当 ウェブサイト  株式会社 ＮＴＴドコモ ドコモ  いい ます  提供 サービス   紹介 ポータルサイト です 当 ウェブサイト  利用 当 ウェブサイト   接続  利用    別途 通信  かかり ます ウェブサイト  接続   データ 接続 可能  状態  GPRS LTE   ある  Wi Fi 接続  必要 です 各 サービス における お客様  購入 ダウンロード 履歴 お気に入り 登録 情報 ページ 閲覧 履歴 プロフィール  登録 情報 および レビュー 投稿 履歴  お客様  情報 ならびに 当該 情報  応じ  対象 コンテンツ に関する おすすめ 情報  パスワード 確認  認証  なく 当 ウェブサイト  画面  表示  あり ます 当 ウェブサイト   接続 注意 事項 当 ウェブサイト   リンク  営利 非 営利  問わ  原則 自由   事前  ドコモ    連絡  不要 です ただし    該当  または その   ある リンク  設定   遠慮 ください お客様   購入 ダウンロード    コンテンツ  各 権利  都合  予告 なく 提供 中止 または 終了  なる  あり ます 詳しく  各 サービス   利用 条件   確認 ください 当 ウェブサイト リンク   いる 第三者  提供 ウェブサイト または 取得    情報 によって 生じ  いかなる 損害  ドコモ  責任  負い かね ます ので あらかじめ  了承 ください 各 サービス または 第三者  提供 アプリケーション コンテンツ によって  お客様  スマート フォン タブレット 端末 携帯 電話 スマート フォン  いい ます  動作  不安定  なっ お客様  位置 情報  スマート フォン  登録    個人 情報  インターネット  経由   外部  発信  可能 性  あり ます  利用  アプリケーション コンテンツ  提供 利用 規約  注意 事項 アプリケーション  動作  状況  事前  十分   確認   利用 ください 当 ウェブサイト  利用  関わる  紛争  別段  定め  ない 限り 東京 地方裁判所  第 一 審  専属 管轄 裁判所    ます 当 ウェブサイト  ドコモ  管理  あり ます 当 ウェブサイト  法律  異なる 全 世界  国々 アクセス  可能 です  当 ウェブサイト  アクセス    および ドコモ  両者  当 ウェブサイト  利用 に関して 日本 国  法律 および 東京 都  条例  拘束   同意   ます 準拠 法 及び および 管轄 裁判所 当 ウェブサイト  設置  ソーシャルボタン  お客様  自身  責任 において 利用    ドコモ  お客様 による ソーシャルボタン および ソーシャルメディア   利用 によって 生じ  いかなる 損害  責任  負い ませ  当 ウェブサイト  掲載    いる ドコモ  商品 または サービス  名称  ドコモ  商標 または 登録 商標 です 当 ウェブサイト  掲載    いる 著作 物 文書 写真 イラスト 動画 音声 ソフトウェア  著作 権  ドコモ または 第三者  保有   おり 著作 権 法  法律 ならびに 条約 により 保護    おり ます 私的 使用 目的  複製 引用 著作 権 法 認め られ  いる 範囲  除き 著作 権  許諾   著作 物  複製 翻案 公衆 送信  でき ませ  ソーシャルボタン 当 ウェブサイト  紹介   いる 各 サービス  アプリケーション  ダウンロード   別途 通信  かかり ます また アプリケーション によって  自動的  通信  行う  あり ます アプリケーション お客様   利用  スマート フォン パソコン  機器 通信 環境  理由 により 当 ウェブサイト  正常   利用 いただけ ない  ござい ます ドコモ  お客様  当 ウェブサイト リンク  張ら   いる 第三者  ウェブサイト または 当 ウェブサイト  リンク  張っ  いる 第三者  ウェブサイト 取得    各種 情報   利用 によって 生じ  いかなる 損害  責任  負い ませ  ドコモ  当 ウェブサイト  掲載 情報  全部 または  予告 なく 変更  ござい ます また 当 ウェブサイト  運用  休止 または 停止  ござい ます 当 ウェブサイト  お客様  自身  責任 において  利用 いただく   ます また 当 ウェブサイト  各 サービス   利用 にあたって  各 サービス   利用 規約  注意 事項   確認   利用 ください 免責 事項 著作 権 商標,ドコモ
36,36, 得  クーポン  盛りだくさん クーポン ページ  マーケット,ただいま クーポン 情報  取得 でき ませ  各種 設定 獲得 できる クーポン  ござい ませ  サービス  クーポン 一覧 クーポン 一覧,ただいま クーポン 情報
37,37, 得  クーポン  盛りだくさん クーポン ページ  マーケット,各種 設定 獲得 できる クーポン  ござい ませ  ただいま クーポン 情報  取得 でき ませ  サービス  クーポン 一覧 クーポン 一覧,クーポン
38,38,先着 万 全員 当たる うきうき クーポン くじ  マーケット,キャンペーン 期間 プレゼント  ポイント  上限  最大 ポイント です 推奨 環境 推奨 環境   確認 ください 推奨 環境  ご覧 いただい  本 サイト  デザイン 崩れ   機能   利用  なれ ない 可能 性  ござい ます プレゼント クーポン  MACHI café ドリンク 税込 円 杯 無料 券  なり ます 軽減 税率 対象 商品  イートイン 利用  標準 税率  適用   ます この 引換 券  税率 販売 価格 相当 額  値 引券  なり 差額   支払い 頂き ます 内容  予告 なく 変更  なる  あり ます 各種 設定 LAWSON  引き換え 可能 です 期間  一 人さま 毎月 ドコモ 回線 回線 につき 毎月 チャレンジ いただけ ます 同 一人物 による 複数  応募  発覚   当選 結果  関わら  ポイント クーポン 進呈 対象 または ポイント クーポン 進呈 取消     いただく  あり ます ので  注意 ください クーポン 期間 毎月 参加 でき ます 権利  都合 により 予告 なく キャンペーン  中止   あり ます  マーケット 目玉 クーポン キャンペーン 全般 本 キャンペーン   ポイント クラブ 入会 済  ドコモ 回線  ログイン かつ sp モード  契約   いる 対象  なり ます 当 キャンペーン   参加  メルマガ   登録  条件  なり ます  ポイント 期間 用途 限定  進呈 対象   ポイント クラブ 会員 限定 です ビジネス プレミア クラブ 会員  対象 です クーポン ポイント  当選 数  達し 次第 キャンペーン 終了  なり ます 最終  当選 数  当選 本数  なる 応募 状況  応じ  当選 確率  自動的  調整   おり ます  システム 状況 応募 状況 により 予定  当選 数  出 ない  ござい ます 予め  了承 ください 配信 不要    マーケット TOP メニュー メルマガ 設定 解除   ください 本 キャンペーン  獲得 できる ポイント   ポイント 期間 用途 限定  なり ます  ポイント 期間 用途 限定  ドコモ  提供 サービス 対象  サービス  あり ます ドコモ 商品 携帯 電話 付属 品等  ポイント 加盟 店  利用 でき ます 注意 事項,ポイント
39,39, 得  クーポン  盛りだくさん クーポン ページ  マーケット,ただいま クーポン 情報  取得 でき ませ  各種 設定 獲得 できる クーポン  ござい ませ  サービス  クーポン 一覧 クーポン 一覧,ただいま クーポン 情報
40,40, 得  クーポン  盛りだくさん クーポン ページ  マーケット,各種 設定 もっと 見る ただいま クーポン 情報  取得 でき ませ  サービス  クーポン 一覧 クーポン 一覧 獲得 できる クーポン  ござい ませ ,ただいま クーポン 情報
41,41,もっとも 人気  商品  マーケット,最も 人気  商品,
42,42,無料 セール コーナー 毎週 更新  マーケット,各種 設定 無料  試し 無料 セール,セール
43,43, アカウント って こんなに  得  便利    マーケット,回線   ドコモ  ケータイ 携帯 会社 デバイス  関係 なく  マーケット  はじめ 様々  ドコモ  サービス   利用 いただけ ます  アカウント  発行  たまる  店 つかえる  店  どんどん 拡大 予定  ポイント   利用    利用  登録  必要 です ポイント テレビ  ポイント たまる 円 税 抜  円 つかえる 大 画面   発行 無料  かん   ステップ パソコン   ステップ 本人 確認 ステップ ステップ 確認 ステップ 完了 各種 設定 タブレット   ポイント  情報 入力  ポイント カード  提示  ローソン  ドトール  ポイント  たまる つかえる もちろん 無料  アカウント  持っ   ない なんて もったいない  アカウント  持っ  いれ  どなた  得   ポイント  たまる 使える ドコモ 回線   持ち  ない お客 さま   ポイント クラブ  入会 無料 可能  アカウント  発行  こんなに  得  ポイント クラブ 会員  なる   得  クーポン  利用 できる 会員 なら 誰 使える 例えば ローソン 対象 商品  割引 クーポン ガスト 対象 商品  割引 クーポン 映画  レジャー 施設  ドトール ドリンクサイズアップ  利用 条件 詳しく   ポイント クラブ サイト   確認 ください クーポン  提供   割引 各社  定める 優待   併用  でき ない  あり ます スペシャル クーポン  株式会社 リロクラブ  業務 提携    提供    ます 対象  店舗  あり ます プラチナ ステージ 限定 最 高級  特典  抽選  プレゼント 例えば ローソン なら  マーケット 特典  ホテル 宿泊 JAL  おもてなし 空間 新 江ノ島 水族館 円 円 イオン シネマ 映画 観賞 券 円 円 毎週 火曜日 ドコモチューズデー なら 入館 券 円 プラチナ th ステージ 限定 優待 価格   利用 可能,ステップ
44,44, マーケットマスターチャレンジ    マーケット,  確認 ください 利用 状況  各 サービス  異なり ます 詳しく  対象  サービス    直近 か月  利用 いただき ます   マーケット マスター  なり ます  マーケット マスター  なる    ページ お客 さま  ランク  確認  でき ます 当月  ランク 確定   予定    ます 確定   ランク  適用 期間  月末 です 例えば  時点  対象  サービス   利用 いただい   ない     表示  なり ます ランク  確認 方法 ランク 本 メルマガ   マーケット 総合 メルマガ 配信 いたし ます  表示    いる   お客 さま  現在  ランク です  利用 条件 詳細 定額 サービス  各 定額 サービス  契約   利用  対象  なり ます  ポイント  ポイント 期間 用途 限定  コイン   利用 いただい    購入  対象  なり ます 反映   時間  掛かる  ござい ます  購入  注文  キャンセル    キャンセル 手続き 完了  減算   ます 対象  サービス  ござい ます 各 サービス  詳細  ページ   確認 ください 対象 サービス  各 サービス   利用 条件  マーケット マスター 限定  クーポン  割引   得  メルマガ  配信   おり ます 対象 サービス  商品 コンテンツ   購入 レンタル および 定額 サービス   利用 いただい   利用  対象  なり ます  マーケット マスター 限定  特典 メール ポイント  たまる ゲーム  有利  どう ぶつ 図鑑  プレイ 回数  アップ   ごろ   特別  アイテム  使え  ます  マーケットマスターチャレンジ   毎月 たのしん  毎日 トクベツ  お客 さま  感謝  込め  限定  特典   届け  ます  マーケット マスター  特典  マーケット マスター  お客 さま   マスチャレ 特典 ポイント   様々  特典   用意   おり ます ぜひ  確認 ください  マーケット マスター 限定  キャンペーン  特典  マーケット マスター  お客 さま  ポイント  当たる ゲーム  有利  なっ  得  メルマガ  受け取る  でき ます 映画 試写 会 招待 音楽 フェスチケット 映画  試写 会  音楽 フェスチケット 様々  イベント    招待 いたし ます イベント    招待 ポイント  当たる おすすめ 抽選  参加 でき ます ポイント  当たる キャンペーン 過去  イベント  招待,サービス
